ID,Layer Height (mm),Extrusion Temp (°C),Outer Wall Speed (mm/s),Infill Density (%),Wall Thickness (mm),Bed Temp (°C),Fan Speed (%),Surface Angle (°),Ra
Object-1,0.12,190,200,15,0.42,60,80,0,7.887
Object-1,0.12,190,200,15,0.42,60,80,10,19.744
Object-1,0.12,190,200,15,0.42,60,80,20,24.333
Object-1,0.12,190,200,15,0.42,60,80,30,21.370
Object-1,0.12,190,200,15,0.42,60,80,40,18.202
Object-1,0.12,190,200,15,0.42,60,80,50,13.830
Object-1,0.12,190,200,15,0.42,60,80,60,10.060
Object-1,0.12,190,200,15,0.42,60,80,70,8.258
Object-1,0.12,190,200,15,0.42,60,80,80,8.352
Object-1,0.12,190,200,15,0.42,60,80,90,7.725
Object-1,0.12,190,200,15,0.42,60,80,100,7.637
Object-1,0.12,190,200,15,0.42,60,80,110,8.200
Object-1,0.12,190,200,15,0.42,60,80,120,8.843
Object-1,0.12,190,200,15,0.42,60,80,130,10.216
Object-1,0.12,190,200,15,0.42,60,80,140,12.573
Object-1,0.12,190,200,15,0.42,60,80,150,16.061
Object-1,0.12,190,200,15,0.42,60,80,160,27.626
Object-1,0.12,190,200,15,0.42,60,80,170,28.994
Object-2,0.12,210,200,15,0.42,60,80,0,9.164
Object-2,0.12,210,200,15,0.42,60,80,10,17.169
Object-2,0.12,210,200,15,0.42,60,80,20,24.892
Object-2,0.12,210,200,15,0.42,60,80,30,21.225
Object-2,0.12,210,200,15,0.42,60,80,40,17.483
Object-2,0.12,210,200,15,0.42,60,80,50,13.076
Object-2,0.12,210,200,15,0.42,60,80,60,10.408
Object-2,0.12,210,200,15,0.42,60,80,70,8.699
Object-2,0.12,210,200,15,0.42,60,80,80,8.949
Object-2,0.12,210,200,15,0.42,60,80,90,7.830
Object-2,0.12,210,200,15,0.42,60,80,100,8.080
Object-2,0.12,210,200,15,0.42,60,80,110,8.362
Object-2,0.12,210,200,15,0.42,60,80,120,8.825
Object-2,0.12,210,200,15,0.42,60,80,130,10.295
Object-2,0.12,210,200,15,0.42,60,80,140,12.666
Object-2,0.12,210,200,15,0.42,60,80,150,16.215
Object-2,0.12,210,200,15,0.42,60,80,160,28.521
Object-2,0.12,210,200,15,0.42,60,80,170,31.040
Object-3,0.28,190,200,15,0.42,60,80,0,4.367
Object-3,0.28,190,200,15,0.42,60,80,10,19.888
Object-3,0.28,190,200,15,0.42,60,80,20,22.375
Object-3,0.28,190,200,15,0.42,60,80,30,33.251
Object-3,0.28,190,200,15,0.42,60,80,40,33.288
Object-3,0.28,190,200,15,0.42,60,80,50,29.855
Object-3,0.28,190,200,15,0.42,60,80,60,25.296
Object-3,0.28,190,200,15,0.42,60,80,70,25.308
Object-3,0.28,190,200,15,0.42,60,80,80,29.837
Object-3,0.28,190,200,15,0.42,60,80,90,17.963
Object-3,0.28,190,200,15,0.42,60,80,100,19.133
Object-3,0.28,190,200,15,0.42,60,80,110,20.093
Object-3,0.28,190,200,15,0.42,60,80,120,23.082
Object-3,0.28,190,200,15,0.42,60,80,130,28.441
Object-3,0.28,190,200,15,0.42,60,80,140,36.769
Object-3,0.28,190,200,15,0.42,60,80,150,27.898
Object-3,0.28,190,200,15,0.42,60,80,160,30.698
Object-3,0.28,190,200,15,0.42,60,80,170,30.069
Object-4,0.28,210,200,15,0.42,60,80,0,7.589
Object-4,0.28,210,200,15,0.42,60,80,10,36.823
Object-4,0.28,210,200,15,0.42,60,80,20,34.416
Object-4,0.28,210,200,15,0.42,60,80,30,28.434
Object-4,0.28,210,200,15,0.42,60,80,40,25.268
Object-4,0.28,210,200,15,0.42,60,80,50,22.446
Object-4,0.28,210,200,15,0.42,60,80,60,20.642
Object-4,0.28,210,200,15,0.42,60,80,70,20.723
Object-4,0.28,210,200,15,0.42,60,80,80,22.751
Object-4,0.28,210,200,15,0.42,60,80,90,25.368
Object-4,0.28,210,200,15,0.42,60,80,100,28.081
Object-4,0.28,210,200,15,0.42,60,80,110,39.440
Object-4,0.28,210,200,15,0.42,60,80,120,23.406
Object-4,0.28,210,200,15,0.42,60,80,130,26.455
Object-4,0.28,210,200,15,0.42,60,80,140,38.268
Object-4,0.28,210,200,15,0.42,60,80,150,45.235
Object-4,0.28,210,200,15,0.42,60,80,160,30.796
Object-4,0.28,210,200,15,0.42,60,80,170,37.258
Object-5,0.12,200,150,15,0.42,60,80,0,6.668
Object-5,0.12,200,150,15,0.42,60,80,10,18.193
Object-5,0.12,200,150,15,0.42,60,80,20,23.255
Object-5,0.12,200,150,15,0.42,60,80,30,21.286
Object-5,0.12,200,150,15,0.42,60,80,40,18.787
Object-5,0.12,200,150,15,0.42,60,80,50,14.551
Object-5,0.12,200,150,15,0.42,60,80,60,11.278
Object-5,0.12,200,150,15,0.42,60,80,70,8.746
Object-5,0.12,200,150,15,0.42,60,80,80,8.335
Object-5,0.12,200,150,15,0.42,60,80,90,7.740
Object-5,0.12,200,150,15,0.42,60,80,100,7.944
Object-5,0.12,200,150,15,0.42,60,80,110,8.802
Object-5,0.12,200,150,15,0.42,60,80,120,9.726
Object-5,0.12,200,150,15,0.42,60,80,130,10.374
Object-5,0.12,200,150,15,0.42,60,80,140,12.701
Object-5,0.12,200,150,15,0.42,60,80,150,16.305
Object-5,0.12,200,150,15,0.42,60,80,160,26.973
Object-5,0.12,200,150,15,0.42,60,80,170,27.989
Object-6,0.12,200,250,15,0.42,60,80,0,4.423
Object-6,0.12,200,250,15,0.42,60,80,10,17.380
Object-6,0.12,200,250,15,0.42,60,80,20,24.196
Object-6,0.12,200,250,15,0.42,60,80,30,20.914
Object-6,0.12,200,250,15,0.42,60,80,40,17.961
Object-6,0.12,200,250,15,0.42,60,80,50,14.150
Object-6,0.12,200,250,15,0.42,60,80,60,11.279
Object-6,0.12,200,250,15,0.42,60,80,70,9.572
Object-6,0.12,200,250,15,0.42,60,80,80,8.578
Object-6,0.12,200,250,15,0.42,60,80,90,7.943
Object-6,0.12,200,250,15,0.42,60,80,100,11.040
Object-6,0.12,200,250,15,0.42,60,80,110,8.458
Object-6,0.12,200,250,15,0.42,60,80,120,10.102
Object-6,0.12,200,250,15,0.42,60,80,130,10.606
Object-6,0.12,200,250,15,0.42,60,80,140,12.987
Object-6,0.12,200,250,15,0.42,60,80,150,17.407
Object-6,0.12,200,250,15,0.42,60,80,160,26.526
Object-6,0.12,200,250,15,0.42,60,80,170,28.065
Object-7,0.28,200,150,15,0.42,60,80,0,3.803
Object-7,0.28,200,150,15,0.42,60,80,10,40.513
Object-7,0.28,200,150,15,0.42,60,80,20,32.796
Object-7,0.28,200,150,15,0.42,60,80,30,27.734
Object-7,0.28,200,150,15,0.42,60,80,40,25.240
Object-7,0.28,200,150,15,0.42,60,80,50,23.737
Object-7,0.28,200,150,15,0.42,60,80,60,19.959
Object-7,0.28,200,150,15,0.42,60,80,70,23.568
Object-7,0.28,200,150,15,0.42,60,80,80,25.531
Object-7,0.28,200,150,15,0.42,60,80,90,28.194
Object-7,0.28,200,150,15,0.42,60,80,100,32.764
Object-7,0.28,200,150,15,0.42,60,80,110,20.848
Object-7,0.28,200,150,15,0.42,60,80,120,24.587
Object-7,0.28,200,150,15,0.42,60,80,130,25.871
Object-7,0.28,200,150,15,0.42,60,80,140,36.305
Object-7,0.28,200,150,15,0.42,60,80,150,43.979
Object-7,0.28,200,150,15,0.42,60,80,160,26.334
Object-7,0.28,200,150,15,0.42,60,80,170,29.217
Object-8,0.28,200,250,15,0.42,60,80,0,7.194
Object-8,0.28,200,250,15,0.42,60,80,10,38.059
Object-8,0.28,200,250,15,0.42,60,80,20,36.519
Object-8,0.28,200,250,15,0.42,60,80,30,31.351
Object-8,0.28,200,250,15,0.42,60,80,40,26.560
Object-8,0.28,200,250,15,0.42,60,80,50,24.185
Object-8,0.28,200,250,15,0.42,60,80,60,20.502
Object-8,0.28,200,250,15,0.42,60,80,70,21.795
Object-8,0.28,200,250,15,0.42,60,80,80,22.562
Object-8,0.28,200,250,15,0.42,60,80,90,25.012
Object-8,0.28,200,250,15,0.42,60,80,100,27.163
Object-8,0.28,200,250,15,0.42,60,80,110,21.385
Object-8,0.28,200,250,15,0.42,60,80,120,24.436
Object-8,0.28,200,250,15,0.42,60,80,130,24.218
Object-8,0.28,200,250,15,0.42,60,80,140,36.144
Object-8,0.28,200,250,15,0.42,60,80,150,42.139
Object-8,0.28,200,250,15,0.42,60,80,160,22.928
Object-8,0.28,200,250,15,0.42,60,80,170,35.820
Object-9,0.12,200,200,5,0.42,60,80,0,4.205
Object-9,0.12,200,200,5,0.42,60,80,10,17.481
Object-9,0.12,200,200,5,0.42,60,80,20,24.021
Object-9,0.12,200,200,5,0.42,60,80,30,20.428
Object-9,0.12,200,200,5,0.42,60,80,40,17.603
Object-9,0.12,200,200,5,0.42,60,80,50,14.766
Object-9,0.12,200,200,5,0.42,60,80,60,11.602
Object-9,0.12,200,200,5,0.42,60,80,70,9.273
Object-9,0.12,200,200,5,0.42,60,80,80,9.185
Object-9,0.12,200,200,5,0.42,60,80,90,8.117
Object-9,0.12,200,200,5,0.42,60,80,100,8.256
Object-9,0.12,200,200,5,0.42,60,80,110,8.422
Object-9,0.12,200,200,5,0.42,60,80,120,9.123
Object-9,0.12,200,200,5,0.42,60,80,130,10.158
Object-9,0.12,200,200,5,0.42,60,80,140,12.875
Object-9,0.12,200,200,5,0.42,60,80,150,16.913
Object-9,0.12,200,200,5,0.42,60,80,160,28.535
Object-9,0.12,200,200,5,0.42,60,80,170,25.385
Object-10,0.12,200,200,25,0.42,60,80,0,11.394
Object-10,0.12,200,200,25,0.42,60,80,10,23.013
Object-10,0.12,200,200,25,0.42,60,80,20,20.635
Object-10,0.12,200,200,25,0.42,60,80,30,18.026
Object-10,0.12,200,200,25,0.42,60,80,40,14.849
Object-10,0.12,200,200,25,0.42,60,80,50,11.483
Object-10,0.12,200,200,25,0.42,60,80,60,9.830
Object-10,0.12,200,200,25,0.42,60,80,70,8.535
Object-10,0.12,200,200,25,0.42,60,80,80,7.732
Object-10,0.12,200,200,25,0.42,60,80,90,8.634
Object-10,0.12,200,200,25,0.42,60,80,100,8.322
Object-10,0.12,200,200,25,0.42,60,80,110,8.984
Object-10,0.12,200,200,25,0.42,60,80,120,10.817
Object-10,0.12,200,200,25,0.42,60,80,130,14.467
Object-10,0.12,200,200,25,0.42,60,80,140,16.607
Object-10,0.12,200,200,25,0.42,60,80,150,28.216
Object-10,0.12,200,200,25,0.42,60,80,160,27.182
Object-10,0.12,200,200,25,0.42,60,80,170,27.033
Object-11,0.28,200,200,5,0.42,60,80,0,6.787
Object-11,0.28,200,200,5,0.42,60,80,10,41.124
Object-11,0.28,200,200,5,0.42,60,80,20,40.753
Object-11,0.28,200,200,5,0.42,60,80,30,33.109
Object-11,0.28,200,200,5,0.42,60,80,40,29.710
Object-11,0.28,200,200,5,0.42,60,80,50,24.806
Object-11,0.28,200,200,5,0.42,60,80,60,22.593
Object-11,0.28,200,200,5,0.42,60,80,70,19.469
Object-11,0.28,200,200,5,0.42,60,80,80,21.493
Object-11,0.28,200,200,5,0.42,60,80,90,22.946
Object-11,0.28,200,200,5,0.42,60,80,100,25.140
Object-11,0.28,200,200,5,0.42,60,80,110,28.397
Object-11,0.28,200,200,5,0.42,60,80,120,25.353
Object-11,0.28,200,200,5,0.42,60,80,130,23.417
Object-11,0.28,200,200,5,0.42,60,80,140,36.419
Object-11,0.28,200,200,5,0.42,60,80,150,46.236
Object-11,0.28,200,200,5,0.42,60,80,160,29.227
Object-11,0.28,200,200,5,0.42,60,80,170,35.474
Object-12,0.28,200,200,25,0.42,60,80,0,6.281
Object-12,0.28,200,200,25,0.42,60,80,10,43.492
Object-12,0.28,200,200,25,0.42,60,80,20,40.899
Object-12,0.28,200,200,25,0.42,60,80,30,36.156
Object-12,0.28,200,200,25,0.42,60,80,40,31.112
Object-12,0.28,200,200,25,0.42,60,80,50,26.951
Object-12,0.28,200,200,25,0.42,60,80,60,23.832
Object-12,0.28,200,200,25,0.42,60,80,70,20.952
Object-12,0.28,200,200,25,0.42,60,80,80,21.295
Object-12,0.28,200,200,25,0.42,60,80,90,23.708
Object-12,0.28,200,200,25,0.42,60,80,100,28.472
Object-12,0.28,200,200,25,0.42,60,80,110,28.510
Object-12,0.28,200,200,25,0.42,60,80,120,24.102
Object-12,0.28,200,200,25,0.42,60,80,130,22.813
Object-12,0.28,200,200,25,0.42,60,80,140,37.443
Object-12,0.28,200,200,25,0.42,60,80,150,43.824
Object-12,0.28,200,200,25,0.42,60,80,160,27.367
Object-12,0.28,200,200,25,0.42,60,80,170,36.091
Object-13,0.12,200,200,15,0.36,60,80,0,7.419
Object-13,0.12,200,200,15,0.36,60,80,10,19.082
Object-13,0.12,200,200,15,0.36,60,80,20,24.031
Object-13,0.12,200,200,15,0.36,60,80,30,22.343
Object-13,0.12,200,200,15,0.36,60,80,40,19.908
Object-13,0.12,200,200,15,0.36,60,80,50,16.264
Object-13,0.12,200,200,15,0.36,60,80,60,12.290
Object-13,0.12,200,200,15,0.36,60,80,70,9.249
Object-13,0.12,200,200,15,0.36,60,80,80,9.266
Object-13,0.12,200,200,15,0.36,60,80,90,7.595
Object-13,0.12,200,200,15,0.36,60,80,100,7.925
Object-13,0.12,200,200,15,0.36,60,80,110,7.958
Object-13,0.12,200,200,15,0.36,60,80,120,8.490
Object-13,0.12,200,200,15,0.36,60,80,130,10.419
Object-13,0.12,200,200,15,0.36,60,80,140,12.953
Object-13,0.12,200,200,15,0.36,60,80,150,16.587
Object-13,0.12,200,200,15,0.36,60,80,160,27.323
Object-13,0.12,200,200,15,0.36,60,80,170,25.777
Object-14,0.12,200,200,15,0.48,60,80,0,5.262
Object-14,0.12,200,200,15,0.48,60,80,10,19.861
Object-14,0.12,200,200,15,0.48,60,80,20,23.315
Object-14,0.12,200,200,15,0.48,60,80,30,20.730
Object-14,0.12,200,200,15,0.48,60,80,40,17.006
Object-14,0.12,200,200,15,0.48,60,80,50,12.774
Object-14,0.12,200,200,15,0.48,60,80,60,10.032
Object-14,0.12,200,200,15,0.48,60,80,70,8.892
Object-14,0.12,200,200,15,0.48,60,80,80,8.991
Object-14,0.12,200,200,15,0.48,60,80,90,8.156
Object-14,0.12,200,200,15,0.48,60,80,100,8.110
Object-14,0.12,200,200,15,0.48,60,80,110,8.182
Object-14,0.12,200,200,15,0.48,60,80,120,9.068
Object-14,0.12,200,200,15,0.48,60,80,130,10.427
Object-14,0.12,200,200,15,0.48,60,80,140,12.754
Object-14,0.12,200,200,15,0.48,60,80,150,16.969
Object-14,0.12,200,200,15,0.48,60,80,160,26.769
Object-14,0.12,200,200,15,0.48,60,80,170,26.876
Object-15,0.28,200,200,15,0.36,60,80,0,6.533
Object-15,0.28,200,200,15,0.36,60,80,10,40.787
Object-15,0.28,200,200,15,0.36,60,80,20,32.811
Object-15,0.28,200,200,15,0.36,60,80,30,30.277
Object-15,0.28,200,200,15,0.36,60,80,40,25.730
Object-15,0.28,200,200,15,0.36,60,80,50,23.267
Object-15,0.28,200,200,15,0.36,60,80,60,23.299
Object-15,0.28,200,200,15,0.36,60,80,70,20.909
Object-15,0.28,200,200,15,0.36,60,80,80,24.480
Object-15,0.28,200,200,15,0.36,60,80,90,24.753
Object-15,0.28,200,200,15,0.36,60,80,100,33.018
Object-15,0.28,200,200,15,0.36,60,80,110,22.045
Object-15,0.28,200,200,15,0.36,60,80,120,25.381
Object-15,0.28,200,200,15,0.36,60,80,130,25.028
Object-15,0.28,200,200,15,0.36,60,80,140,39.503
Object-15,0.28,200,200,15,0.36,60,80,150,42.773
Object-15,0.28,200,200,15,0.36,60,80,160,31.055
Object-15,0.28,200,200,15,0.36,60,80,170,39.528
